,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
23,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
24,1.0,1.0,1.0,1.0,1.0,1.0,0.84493,0.93392,0.6917,0.65731,0.9491,0.80852,0.84932,0.72529,0.73094,0.54356,0.64207
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,0.86635,0.94817,0.95473,0.88486,0.87937,0.81051,0.12245,0.90284,0.62357,0.55389,0.48136,0.4065,0.32984,-0.13341
27,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0
28,1.0,1.0,1.0,1.0,0.98172,1.0,1.0,1.0,1.0,1.0,1.0,0.98042,0.91624,0.83899,0.74822,0.64358,0.52479
29,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9882,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
32,1.0,0.88208,0.93408,0.921,0.88307,0.88462,0.85269,0.82116,0.80681,0.75243,0.70555,0.6615,0.61297,0.56804,0.50179,0.47075,0.42189
33,1.0,0.71253,0.41287,0.98019,0.99709,1.0,0.58965,0.83726,0.8227,0.8076,-0.25914,0.51933,0.65493,0.93124,0.63811,0.86136,-0.23186
34,1.0,1.0,0.72314,0.83443,1.0,1.0,0.79962,0.76837,1.0,1.0,0.96354,0.92599,1.0,1.0,1.0,1.0,1.0
35,1.0,0.66161,1.0,1.0,0.80893,1.0,1.0,1.0,0.17589,1.0,1.0,1.0,1.0,1.0,0.95982,1.0,1.0
36,1.0,1.0,1.0,1.0,1.0,0.97839,1.0,0.97261,0.92561,0.94184,0.99589,0.94815,0.89469,0.89067,0.85644,0.83777,0.83867
37,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0
38,1.0,0.91241,0.94191,0.94705,0.93582,0.91911,0.92766,0.92048,0.88899,0.83744,0.80983,0.77041,0.75755,0.7355,0.66387,0.70925,0.65258
39,1.0,1.0,0.99672,0.97545,0.61745,0.91036,0.88462,0.82077,0.76929,1.0,0.6585,0.60138,0.54446,0.48867,0.43481,0.38352,1.0
40,1.0,1.0,1.0,1.0,0.93051,0.86773,0.75474,0.79555,0.65954,0.57619,0.47807,0.40553,0.34384,0.27712,0.19296,0.11372,0.0699
41,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,0.17917,-1.0,0.0875,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0
42,1.0,0.90932,0.86528,1.0,0.55187,0.70207,0.16286,0.5762,0.51067,0.31639,0.37824,0.31274,0.24856,0.18626,0.12635,0.06927,0.12137
43,1.0,-0.64286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.84286,0.5375,1.0,1.0,1.0,1.0
44,1.0,0.99025,0.99793,0.98663,0.99374,0.92738,0.92651,0.89812,0.84922,0.87433,0.79016,0.74725,0.68282,0.65247,0.6101,0.54752,0.49195
45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.375,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
46,1.0,1.0,1.0,0.99601,0.99838,0.98941,0.96674,0.95288,0.91236,0.90581,0.89991,0.87874,0.86213,0.83172,0.81433,0.77919,0.75115
47,1.0,0.94598,-1.0,-0.36393,0.69258,1.0,-0.2902,-0.54852,0.91921,1.0,-0.29735,-0.73864,0.83872,0.52208,1.0,-0.09634,-0.06117
48,1.0,0.98166,0.98103,0.97565,0.95947,0.99004,0.94713,0.93369,0.94217,0.79682,0.88274,0.86257,0.88487,0.81813,0.78546,0.76911,0.74323
49,1.0,0.0,1.0,0.0,0.10991,0.0,0.0,-1.0,-0.55711,0.7694,0.0,0.53448,-0.90302,1.0,-1.0,0.0,0.0
50,1.0,0.84134,0.43644,0.93421,0.87947,0.81121,0.88559,0.91714,0.75,0.86676,1.0,0.4661,0.90066,0.93358,0.61582,0.84463,0.93323
51,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0
52,1.0,1.0,1.0,0.9101,-0.2697,-0.83152,-1.0,-1.0,-1.0,-1.0,-1.0,-0.52838,0.90014,1.0,1.0,1.0,1.0
53,1.0,-0.67935,-1.0,1.0,0.03515,-1.0,1.0,0.88683,-1.0,0.8384,1.0,-1.0,-0.18856,1.0,-1.0,-1.0,1.0
54,1.0,0.95659,0.97487,0.97165,0.96097,0.94717,0.95436,0.94612,0.9963,0.90343,0.91428,0.9014,0.99899,0.87244,0.92059,0.83951,0.82166
55,1.0,0.08333,-1.0,-1.0,0.71875,-0.82143,-1.0,-1.0,-0.02753,-0.42113,-0.74628,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99484,0.95601,1.0,0.8728,0.8292,0.78479,0.73992
57,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0
58,1.0,1.0,0.94525,0.99952,1.0,0.94846,0.95713,0.94862,0.90896,0.96741,0.99695,0.90784,0.91667,0.88423,0.88568,0.78324,0.83574
59,1.0,0.17188,-1.0,0.0,0.0,-1.0,0.0,-0.61354,0.80521,0.51979,0.0,-1.0,-0.84792,1.0,-1.0,0.0,0.0
60,1.0,1.0,1.0,1.0,0.98602,0.9493,0.92992,0.89241,0.85529,0.83656,0.83393,0.74829,0.76193,0.68452,0.62764,0.56791,0.54252
61,1.0,0.01667,0.0,0.0,0.0,0.0,0.0,0.12292,0.22813,1.0,0.0,0.08333,-0.10625,1.0,-1.0,0.0,1.0
62,1.0,1.0,0.99352,0.94616,0.91759,0.91408,0.8425,0.81011,0.78473,0.65091,0.56553,0.55586,0.48311,0.43317,0.35684,0.33921,0.22101
63,1.0,0.63816,0.20833,1.0,0.87719,-0.66886,-0.05921,0.01754,-0.51535,0.14254,0.32675,-1.0,0.80921,1.0,1.0,0.20614,1.0
64,1.0,1.0,1.0,0.8706,1.0,0.93844,0.65452,1.0,0.97613,0.80025,0.88065,1.0,0.93593,0.9289,1.0,0.4397,0.51382
65,1.0,0.84783,1.0,1.0,0.66938,1.0,1.0,1.0,1.0,0.58424,1.0,0.8913,0.91033,1.0,0.37681,1.0,1.0
66,1.0,1.0,1.0,1.0,1.0,0.98762,1.0,1.0,0.9575,0.84371,1.0,0.99933,1.0,0.96414,0.86747,0.94578,0.80355
67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
68,1.0,1.0,0.81309,0.43019,0.20619,-0.43872,-0.79135,-1.0,-0.39046,-0.97907,-0.73083,-0.37671,0.41366,0.41778,0.25773,0.9357,0.98816
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89593,0.89502,0.85611,0.74389,0.71493
71,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,1.0,-0.75,1.0,1.0,1.0,-1.0,0.0,1.0
72,1.0,0.96087,0.9676,0.96026,0.98044,0.92867,0.86265,0.8282,0.73242,0.69003,0.54473,0.48339,0.40615,0.33401,0.24944,0.13756,0.09048
73,1.0,0.69444,0.0,-0.32937,0.0,0.0,0.0,0.20635,0.21032,0.46429,0.0,0.0,0.73413,0.7619,0.0,0.0,0.0
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94575,0.89126,0.75906,0.80644,0.79578,0.66643,0.59417,0.49538,0.47027,0.33381
75,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0
76,1.0,1.0,1.0,1.0,1.0,0.98703,0.92745,0.91118,0.81939,0.78619,0.794,0.70331,0.67077,0.58903,0.53952,0.45312,0.40442
77,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74468,0.89647,0.64628,0.38255,0.10819,-0.1737,-0.81383
79,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,1.0,0.92277,0.92679,0.89702,0.84111,0.78801,0.70716,0.70796,0.60459,0.51247,0.39903,0.34232,0.23693,0.18765,0.09694,0.02735,-0.04023
83,1.0,0.68198,0.82332,0.46643,0.25795,1.0,0.0106,0.0106,0.18681,0.10567,0.04325,-0.00083,-0.02862,-0.04314,-0.04779,-0.04585,-0.04013
84,1.0,0.74852,0.6568,0.80621,0.85947,0.63462,0.71598,0.73077,0.7855,0.65976,0.78698,0.34615,0.65385,0.61009,0.5355,0.59024,0.56361
85,1.0,0.39179,0.97464,1.0,0.35821,0.54478,0.61567,0.57836,0.66791,0.46642,0.65574,0.83209,0.47015,0.49309,0.32463,0.39118,0.34411
86,1.0,0.67547,0.76981,0.77358,0.66038,0.64528,0.66792,0.72075,0.76981,0.61887,0.75849,0.73962,0.84906,0.73886,0.66792,0.86415,0.73208
87,1.0,0.72727,0.89241,1.0,0.66364,0.48182,0.81809,0.56818,0.50455,0.66818,1.0,0.98636,0.57273,0.56982,0.42273,0.48927,1.0
88,1.0,0.57647,0.40392,0.38431,0.4,0.56471,0.46667,0.52549,0.58039,0.50196,0.45882,0.58039,0.49804,0.48601,0.46275,0.45098,0.43137
89,1.0,0.41932,0.35,0.23182,-0.03636,0.04517,-0.19091,-0.1335,0.02727,-0.34773,-0.20028,-0.18636,-0.14003,-0.09971,-1.0,-0.02916,-0.00526
90,1.0,0.88305,1.0,0.82403,0.85086,0.90558,0.85193,0.77897,0.69206,0.7103,0.73176,1.0,0.5676,0.69811,0.80901,0.43026,0.52361
91,1.0,0.84557,-0.31745,-0.08961,0.80648,0.89514,-0.18494,-0.20019,0.85701,0.77979,-0.06959,-0.34128,0.78932,0.70882,0.77884,-0.21354,-0.18494
92,1.0,0.7087,0.64348,0.45217,0.65217,0.5,0.57826,0.50435,0.38696,0.36087,0.26957,0.53246,0.31304,0.4993,0.48348,0.64348,0.50435
93,1.0,-0.5418,-0.33746,0.52012,0.31889,0.20743,0.47368,0.56347,0.16409,0.33746,0.50464,-0.63777,1.0,0.41348,-0.1517,0.02399,0.52632
94,1.0,0.29202,0.45331,0.51783,0.52632,0.52462,0.47368,0.55518,0.81664,0.42445,0.34975,0.28183,0.51731,0.50369,0.34635,0.70798,0.39559
95,1.0,0.79157,0.0,0.56541,0.39468,0.38359,-0.02439,0.23725,-0.02661,-0.50998,-0.102,-0.42572,-0.91574,-0.34146,-1.0,-1.0,0.0
96,1.0,0.90116,0.79299,0.7299,0.59784,0.44303,0.24412,0.06438,-0.12611,-0.28739,-0.46635,-0.57135,-0.68159,-0.71844,-0.72369,-0.71475,-0.67699
97,1.0,0.97714,0.82683,0.71771,0.47968,0.31409,0.10289,-0.13254,-0.3202,-0.52145,-0.68274,-0.77408,-0.85376,-0.83314,-0.82366,-0.67289,-0.59943
98,1.0,-1.0,0.0,0.50814,0.60586,-1.0,0.0,0.0,1.0,0.36482,0.97068,-1.0,1.0,-1.0,-1.0,1.0,0.0
99,1.0,1.0,0.0,0.77941,0.80882,-0.41912,0.0,0.0,0.72059,0.73529,0.0,0.18382,-1.0,-1.0,1.0,1.0,0.0
